title,price,link,in stock,ratings
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",£19.55,http://books.toscrape.com/catalogue/../../../its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,In stock,One
Barefoot Contessa Back to Basics,£28.01,http://books.toscrape.com/catalogue/../../../barefoot-contessa-back-to-basics_667/index.html,In stock,One
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,£50.62,http://books.toscrape.com/catalogue/../../../barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,In stock,Five
My Kitchen Year: 136 Recipes That Saved My Life,£11.53,http://books.toscrape.com/catalogue/../../../my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,In stock,Two
Everyday Italian: 125 Simple and Delicious Recipes,£20.10,http://books.toscrape.com/catalogue/../../../everyday-italian-125-simple-and-delicious-recipes_618/index.html,In stock,Five
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",£38.77,http://books.toscrape.com/catalogue/../../../a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,In stock,One
Cravings: Recipes for What You Want to Eat,£20.50,http://books.toscrape.com/catalogue/../../../cravings-recipes-for-what-you-want-to-eat_589/index.html,In stock,Three
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",£12.34,http://books.toscrape.com/catalogue/../../../the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,In stock,Four
32 Yolks,£53.63,http://books.toscrape.com/catalogue/../../../32-yolks_510/index.html,In stock,Two
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38,http://books.toscrape.com/catalogue/../../../naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,In stock,Five
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),£46.01,http://books.toscrape.com/catalogue/../../../how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,In stock,Four
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,£28.25,http://books.toscrape.com/catalogue/../../../how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,In stock,Two
The Barefoot Contessa Cookbook,£59.92,http://books.toscrape.com/catalogue/../../../the-barefoot-contessa-cookbook_440/index.html,In stock,Five
Better Homes and Gardens New Cook Book,£39.61,http://books.toscrape.com/catalogue/../../../better-homes-and-gardens-new-cook-book_423/index.html,In stock,Three
The Power Greens Cookbook: 140 Delicious Superfood Recipes,£11.05,http://books.toscrape.com/catalogue/../../../the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,In stock,Five
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,£24.91,http://books.toscrape.com/catalogue/../../../mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,In stock,Five
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,£13.66,http://books.toscrape.com/catalogue/../../../vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,In stock,Two
The Smitten Kitchen Cookbook,£23.59,http://books.toscrape.com/catalogue/../../../the-smitten-kitchen-cookbook_281/index.html,In stock,One
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",£34.32,http://books.toscrape.com/catalogue/../../../the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,In stock,Three
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,£33.14,http://books.toscrape.com/catalogue/../../../hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,In stock,Three
